time,signal,exog1,exog2
131,-0.4754254959224288,0.48805246046123557,-0.7568229163064162
132,-0.4586168203511044,0.41991072599865714,-0.29489026374570754
133,-0.5561608968371943,0.416119454311653,-0.7647666776715193
134,-0.4981068342970844,0.5201530252771196,-0.7149602247111123
135,-0.6500696470349289,0.5262608942110061,-0.9938643050340763
136,-0.5397745142103292,0.3990262993365207,-0.5620461936680945
137,-0.4856230625591638,0.20499296720324672,-0.7523785757419444
138,-0.43783221270147576,0.4937854305901189,-0.6841135073157016
139,-0.3503656240812719,0.38528318511479825,-0.7302975931461263
140,-0.46656772067513463,0.0382172186422233,-0.6730986407237778
141,-0.5617987727658179,-0.09873928544449212,-0.6795050444051859
142,-0.5119386088814364,-0.022344213749801303,-0.6389195190599537
143,-0.3817533458631116,0.08175250622167819,-0.6278762305642728
144,-0.360182644142473,-0.12441203463486208,-0.6272630537124528
145,-0.41515706675798236,-0.15605446739380927,-0.6155616023885739
146,-0.49736146939698134,-0.3354945697392218,-0.4244986834048159
147,-0.3695988098339538,-0.2980384949715938,-0.4613095076670245
148,-0.35041280462929797,-0.19596584642600934,-0.44560695349681734
149,-0.4233735511431006,-0.522866264482414,-0.6244843562031227
150,-0.39423915955653616,-0.5225249510131889,-0.3697408575177571
151,-0.2863844596625737,-0.5606368268069296,-0.36821806021792836
152,-0.3032482215592153,-0.6081787374928189,-0.5533762313706047
153,-0.3589018829055264,-0.9116580190042264,-0.2865634513705862
154,-0.3726805592968425,-1.0274327304290507,-0.5333861722974825
155,-0.30171285603095754,-0.9415645428615,-0.653941645756608
156,-0.10979527706115658,-0.8026351247754034,-0.2817491858617595
157,-0.03283173698059832,-0.7802803647715629,-0.4088553528438822
158,-0.11284267024044448,-0.9746565650043645,-0.2574205088115097
159,-0.013417705865445911,-0.7161867991827106,-0.4448617190019586
160,0.029854267960736366,-0.967872152987036,-0.48505602227325706
161,0.03313808709934173,-0.9627640465868137,-0.16469666163127
162,-0.026714070367310487,-1.010030810649391,-0.45987460413306647
163,-0.035798449476297345,-0.9715988927915488,-0.4564227816913484
164,0.018718129323525422,-0.8923925459285585,-0.47789437342499147
165,0.270800327484072,-0.9001421908638538,-0.5595262022893261
166,0.14285827901788564,-1.1322374420703138,-0.32590128202888113
167,0.18765160639688405,-0.7619766528424217,-0.4382237024755081
168,0.11936790298610142,-1.143431697765355,-0.15853347949387894
169,0.10272752155438715,-0.9515948974328148,-0.3986905801996342
170,0.10295086065895308,-0.9846591130438376,-0.23740030021491157
171,0.25845975006377797,-1.0766772772624489,0.1982717480386713
172,0.3149233461804103,-0.9023411210252419,-0.015384263206526826
173,0.25570692358544933,-0.9699807479667674,-0.02543548516856161
174,0.26490225280730195,-0.811892508477301,-0.2009993026865148
175,0.3290885118358417,-0.722679952053685,-0.010496127166739904
176,0.26954517574896614,-0.5191883462193785,0.05044015759797467
177,0.27496971977960966,-0.6474174519830103,-0.12207095515877953
178,0.18013723923561772,-0.7356750267604444,0.11175317891604813
179,0.2673846268274105,-0.6503392149456872,0.2657822583036744
180,0.3112278108389489,-0.5155762020832504,0.10741322630849466
181,0.2852364735261005,-0.46514658283611443,0.15203741398700857
182,0.2191360418055587,-0.20069126954388924,-0.0427277862131373
183,0.1593871792241694,-0.1489263427732855,0.06113476723638772
184,0.13131997514052146,-0.34907775307904587,0.38277088523633107
185,0.16734104923463744,-0.3132300851290978,0.2033361287493043
186,1.497407806368839e-05,-0.5491623660584881,0.19808608925991836
187,0.011413978033904133,-0.18187690099531956,0.2535097563225855
188,-0.11222777577226908,-0.17973992744398823,0.3567154012970098
189,-0.03138637466400969,-0.019600621493086112,0.2516007760425706
190,-0.03996122540535449,0.15886562189908943,0.43278413360440476
191,-0.12197943933031097,0.1927669247780746,0.2813691990531684
192,-0.006036238484722366,0.22701462404440761,0.5643789836885407
193,0.0168787161942202,0.3257403399417991,0.3715264692737711
194,-0.030069461604086495,0.33986436221382266,0.6836093103727594
195,-0.06827572845305951,0.4497198767081623,0.5506914120866508
196,0.0009041039600554135,-0.004972923255122885,0.47703503801514824
197,-0.04547986663486342,0.4966784502739904,0.7143881174178425
198,-0.11933661804808135,0.575445906549272,0.4664418174620777
199,-0.08430199875455507,0.5932548348659467,0.5919550584989981
200,-0.09007476596544577,0.6612595952616149,0.6836531222699525
201,-0.004999222802828454,0.8458724076234582,0.6950041389984685
202,-0.08212623343701468,0.6937951046610247,0.4942036640322786
203,-0.0020048170677165814,1.1532702525071914,0.6502390895488324
204,0.001878558046777154,0.962406354389809,0.8061658638037921
205,-0.03392639335440579,0.8903955215449993,0.6526155998548469
206,-0.07397115008851969,0.8885620067766342,0.9877483335193298
207,-0.07012201024349926,0.9307173264867845,0.9197079083186193
208,-0.13240887195507378,0.8263412763434288,0.8228078244150486
209,-0.05970063163819716,0.9650173767284097,0.8820192374317581
210,-0.11301518983519324,1.0324098832039286,1.155473172101659
211,0.017802707477198157,1.0844471271378067,1.0677151985668991
212,0.12624959184846968,1.086946118606188,1.0240006335631013
213,0.10481789492013828,0.9567950207314715,0.8311433695300197
214,0.031155921214917427,0.7792142844066852,1.2188309062261211
215,0.07418350078930597,0.8804556005515862,1.1714655731695853
216,0.077584483936327,1.2074867329711356,1.0488842294354501
217,0.1923345227954916,1.0806130826078792,1.0218478762881873
218,0.10893341344162621,0.9779900372937453,1.0859733295952532
219,0.14956400416408944,0.7805970354264856,0.9845792539647773
220,0.23628769696604784,0.8636066412140861,1.092175507366379
221,0.2677400701438931,0.6391438597749752,1.2596642590715126
222,0.20659847884896462,0.7054615360209052,0.9701318876973013
223,0.31605614010644767,0.708727425693894,1.1678545798123783
224,0.2035140952333572,0.6452056551657941,1.23721659525583
225,0.3916127822990741,0.7937781298155187,1.253531713349538
226,0.3994780036200738,0.3854260503589525,1.1166743707807048
227,0.4754516473376528,0.41370935670285625,1.1328278991873657
228,0.4846619218876461,0.28019549320046677,1.421412630734166
229,0.5965315568690668,0.24150922696150062,1.1592741640743007
230,0.5246205693993499,0.3845365398199284,1.4422305319185331
231,0.5322976531954284,0.06305227678726152,1.2777451240700644
232,0.5381457396880364,0.35204218115381525,1.4790950789774313
233,0.5628982883009329,0.13672134593372168,1.3123272304777693
234,0.6559497737455439,0.11807190217834068,1.2356567206244566
235,0.740682790009627,0.0896713750482467,1.490629248582973
236,0.8604662677824224,-0.09049232197728724,1.3973914840764123
237,0.78879868347894,0.062965107135325,1.584363742082759
238,0.8191743327810986,-0.18718944189964254,1.528069379550768
239,0.7362826983186963,-0.13435654611653453,1.403354393756793
240,0.6237541209849454,-0.31777017407865316,1.386210174450809
241,0.5237215077950295,-0.3074292943624284,1.4516595900908886
242,0.6310122013435686,-0.37070849687758584,1.4797604804400002
243,0.6320626134316558,-0.4349264954801365,1.358597771611034
244,0.7039587827436167,-0.6762333771000703,1.5723011872055337
245,0.648708165525214,-0.5200159766659587,1.4298311522818132
246,0.5755348406114721,-0.6859502307128869,1.4323806101500713
247,0.6256218606351179,-0.5934078384007788,1.4232710746540742
248,0.6885263276597713,-1.0576728590494253,1.520264169104422
249,0.4801077704524813,-0.9981195118425411,1.413261400329364
250,0.5711999365458598,-0.7639304188376908,1.5156458314233345
251,0.7104208817931369,-0.5754670937071407,1.8339588690924495
252,0.5902987080951341,-0.7623082215598191,1.4974255011748538
253,0.49731317329007596,-1.0186521942478715,1.4530453245098314
254,0.31922471762523014,-1.1947390692287578,1.3056460212899361
255,0.5234846214020697,-0.849994558705314,1.5118146222247442
256,0.40218804781234535,-0.9896799647146839,1.3720772055682398
257,0.3184988819778545,-0.9008385917471913,1.4588941637420816
258,0.22830719629412535,-0.9796052577099774,1.5203115750301697
259,0.02751132835143985,-0.9954804426682571,1.2919411635223745
260,0.13548438297271354,-0.554717406200387,1.5154831560158386
261,0.15653151848322888,-0.9935788746274701,1.5294468395293592
262,0.19548410555411788,-1.006284133541289,1.33296362483622
263,0.11994167392972477,-0.9859880315679826,1.4366462794913082
264,-0.043716437273841044,-1.0363750054242724,1.258552628497193
265,-0.029148668857852673,-0.7771828063667331,1.661208049232781
266,-0.05277721918777914,-0.9515114224593779,1.5051420632983734
267,-0.12564975440507392,-0.7718107736388929,1.436666992017925
268,-0.10865966275332412,-0.7894128274799648,1.43077084855658
269,0.015621866531453421,-0.6104596378043073,1.5777504575999235
270,-0.13839949658257555,-0.6879603072234218,1.4217064784586033
271,-0.17957711858120878,-0.8873382084744388,1.4631753774023932
272,-0.20223168812935416,-0.8555132623331532,1.595633037593685
273,-0.19212230457652477,-0.3935774504947489,1.361234212958725
274,-0.29853545078764876,-0.6417450203119095,1.2604993561173519
275,-0.36683515619929985,-0.6916888772557691,1.2809896181408573
276,-0.3838934613183959,-0.5350084120523605,1.539164760258073
277,-0.18169772266071946,-0.18390827327489737,1.3659821085265293
278,-0.36233669720216466,-0.5240106216742082,1.2815159626713002
279,-0.3108908330638612,-0.3769479423005623,1.4449269518538443
280,-0.20702495850643018,-0.2818925237227423,1.433657140624564
281,-0.3417351074053737,-0.30363959610153224,1.2421659858915044
282,-0.31208867696685677,-0.22718474165511698,1.1674920079615403
283,-0.36104815091597875,-0.21060628608989737,1.0800916523292698
284,-0.35812046171888196,0.01450133342211922,1.0372799959316583
285,-0.3179264500180899,0.09664088490193959,1.2043120548239072
286,-0.4206316216849406,0.1130283765458552,1.1120743806683084
287,-0.28110883005312454,0.03192929459861785,1.4250177736419722
288,-0.031136284598970068,0.5313153208482947,1.1913758450956575
289,-0.17325456823105123,0.2057587837358532,0.9332636396402482
290,-0.05028260171300854,0.5068314749372494,1.3181716863499022
291,-0.06345553231189527,0.36185077618986516,1.1485770647555382
292,-0.0850482612604695,0.6789287663448267,1.194675055025878
293,0.11044664918541426,0.775100596599246,1.1724985990329917
294,0.24680679911220454,0.5503215820739873,1.1065027297303225
295,0.09132340421481099,0.440614310342572,1.1136767664070952
296,0.16838821482137412,0.8775082545249898,1.059198608181955
297,0.15455398265196096,1.0950438195141508,0.8771786178735768
298,0.2546603074352811,0.9129465108040004,1.0330904373420375
299,0.3885536711686368,0.9078135749449364,1.09084321732647
300,0.5795286139695904,1.035909342169156,0.9214285483175276
301,0.6856416876649031,1.0528607847520692,0.9912357093208769
302,0.6974487008046776,0.834743739184676,0.9536723517584745
303,0.5662606820542395,0.8769478211624784,1.0992550468965812
304,0.551474765495741,1.0798821297655143,0.8289298064982845
305,0.4574401808607127,0.9746142406410591,0.8019453571830404
306,0.5563059572139597,1.197283739522202,0.8005382032593344
307,0.5321313716595888,0.8932763569581221,0.7797406387623679
308,0.6807432010729931,1.1062159109508323,0.49665973672334807
309,0.7128484099220763,1.0353023918240003,0.6695111216536914
310,0.6883977962041972,0.9508520319770533,0.7597805652047458
311,0.7785459048234341,1.1278065496546184,0.6999087619540737
312,0.752399304978189,1.0308059640073548,0.5820347220589939
313,0.8025029134843152,0.7512990111041775,0.5752040667685099
314,0.8936407639352201,0.9673181360167189,0.5893080480584446
315,0.906527048134647,1.0429042332601859,0.5127945677972611
316,0.8242494628155178,0.7787421472729846,0.524431801107255
317,0.722325043852452,0.7191169597054411,0.49831450272104216
318,0.8359692374561241,0.6107141507594537,0.6475736082163634
319,0.9043873381190582,0.6607069796135705,0.6392437646010962
320,0.9494934628765622,0.7143195509905156,0.6065301775187473
321,0.8342342923798292,0.43466480858084927,0.523018268692532
322,0.7210125720596394,0.2988109863038815,0.3642358019392129
323,0.8459956552997888,0.3856269043105986,0.5419563234429872
324,0.7010679752228606,0.17429174485612764,0.36674577588187735
325,0.6590223021611702,0.3973005393946694,0.38505349524419513
326,0.7096097457940546,0.19096514609481652,0.5208723898402441
327,0.6220839351240172,-0.07332360088718323,0.34854607630042683
328,0.38949458103799545,0.07186954024939612,0.34651922264467977
329,0.25281382016565646,0.028890790416505496,0.1259017668962562
330,0.31243307413343535,0.05851903271355365,0.3326931777998007
331,0.41904858231077097,-0.09725086375505466,0.135709102107682
332,0.4980137283764722,0.13860280611179682,0.35405591379352747
333,0.38104153771997007,-0.28514199833760867,0.1900541055002224
334,0.2541122804116041,-0.28140530712795375,-0.07626779607536283
335,0.061506566472653554,-0.3509825777375699,0.12927395008210107
336,0.058040870451852425,-0.43994994078248645,0.1253472012890044
337,-0.05068183790168579,-0.4364352830612539,0.19176789501154543
338,0.011520699123119663,-0.43482395463330653,0.19510966487258863
339,-0.08423569436305342,-0.37091084957909864,0.05680460535710132
340,-0.1947052535694449,-0.8606901296167987,0.19953228069764134
341,-0.4804036634976937,-0.7524511074139953,-0.3198305216887951
342,-0.5786742639195729,-0.7906604698470814,-0.04284594689262926
343,-0.38933658896146084,-0.6271979496535202,-0.10763365583815773
344,-0.3778704773612572,-0.8623441754631694,-0.14122206859020295
345,-0.6085623638356115,-1.1304967431370685,0.10829879119565561
346,-0.513568149658323,-0.8666769356431255,0.07692406702029002
347,-0.6684880604185425,-0.9145970546105351,-0.13093260383099087
348,-0.676904150134325,-0.9082471803288416,0.08872019487779659
349,-0.7727626393191684,-1.1127456433567726,-0.05480918293474596
350,-0.8085372805222916,-0.7161267854068807,-0.1314477756987674
351,-0.7303725841449524,-1.0354945256884507,-0.17736888961252495
352,-0.6553228306201917,-1.02370899038807,-0.20048562123722719
353,-0.7675061262418077,-1.1345920024645915,-0.06272798444996294
354,-0.7456319315890004,-1.1389262927178363,-0.053294446275443524
355,-0.8817868260333,-1.1779322292657206,-0.11402041265083518
356,-0.9433499487221771,-1.0443455466884481,-0.399461330527084
357,-0.9364814478153567,-1.1154357215573585,-0.12812595280784816
358,-0.9295318352154271,-0.6454603666106171,-0.10554665909292461
359,-0.9263855679397529,-1.2150982259582865,-0.26284833222349724
360,-0.8685103617028029,-1.074827944233893,-0.18594019673687456
361,-0.9027682923140414,-0.9355212171046551,-0.4228135533625728
362,-0.998121303613145,-0.7401272301182904,-0.3541852132461012
363,-0.8821024777618321,-0.8653192589009641,-0.25235706824476095
364,-0.8987140633139719,-0.660397319188229,-0.25689173941304466
365,-0.8897675485465357,-0.8649640253111088,-0.18320055804471191
366,-0.7714376625000401,-0.6600161502938182,-0.3729165143597666
367,-0.688962282824734,-0.35629820417486263,-0.27591205896506066
368,-0.6357374371963528,-0.709315348773609,-0.29761719505377265
369,-0.5704072078890637,-0.4449614390063129,-0.17874940918939483
370,-0.6148754507775028,-0.41834388121047555,-0.07424004126312386
371,-0.5397979212039694,-0.7266031575107899,-0.040293796312611485
372,-0.4160667943061309,-0.41498070807532406,-0.43643813107236634
373,-0.21418365489026014,-0.09327338272070096,-0.25478801069536183
374,-0.24006534498611204,-0.177827343187001,-0.3827089480945838
375,-0.24983185667287403,-0.31419209453218255,-0.2565307272896128
376,-0.2587943265325503,0.037590096971251014,-0.1969427284812926
377,0.017481257236826364,-0.07127633721676341,-0.23622106750488067
378,0.20028491983345736,0.12121568173760044,-0.24956334508552014
379,0.19326220558955937,0.19006346570583094,-0.06277443746702646
380,0.13530858039361293,0.031445257707522795,-0.15065342919190938
381,-0.03539392153512891,0.3825627265946142,-0.26570050920016053
382,0.18917955965709493,0.1766278325918135,-0.2252645967818657
383,0.348106320192348,0.19409575852810107,-0.11823013561971842
384,0.4618121332569426,0.3180162461170838,-0.1435129950694135
385,0.4356274125604483,0.4570028281513336,-0.2610315737410082
386,0.4240930927722736,0.5815415328807729,-0.41577368560741756
387,0.3753883171155028,0.5029474622641733,-0.33701636357467446
388,0.6063181921663389,0.7815125223162456,-0.1688473728296884
389,0.7648312806363486,0.7554881159916849,-0.3916540708185835
390,0.820148894536095,0.6583387182137773,-0.18586714373996455
391,0.8123552926157345,0.937309456598791,-0.21172485406895486
392,0.8052709714616351,1.0159510064202106,-0.026515935739088822
393,0.6897954607416208,0.8610783752894623,-0.2931397639667275
394,0.6563846778675281,0.8738325868707727,-0.35475943657600617
395,0.7373465695316065,0.6661877732841421,-0.16070738973748275
396,0.790705544138401,0.8931582056339766,-0.02101957683413813
397,0.9729057935674461,0.9283510093483234,0.044914142890799674
398,1.0123800807099022,1.022357106657883,-0.17833187333026512
399,0.8656000232097094,0.9693808091332672,0.0020232057365842937
400,0.7122756802741071,1.0359243865011722,-0.1724431828079349
401,0.7425819579950383,1.2296696820469974,-0.11306951765356549
402,0.860866270104107,0.9158639901165077,0.06127818215618511
403,0.7815966195193158,0.9130780842936482,0.09622866130400318
404,0.735132432262145,0.777338135622285,-0.09249387008200591
405,0.6745561003350157,0.9550768583932652,0.1022886719203035
406,0.6950129132777362,1.0813118857781328,-0.1605721390229126
407,0.6486012965527554,0.6463903126044704,0.05814343084755611
408,0.647427842000686,0.7793945165978161,-0.034375415180601165
409,0.686950709687375,0.8509799005683647,0.024528668196686434
410,0.685195939740322,0.9356632404166509,-0.011523132731167146
411,0.5090798576153324,0.8245468884895599,0.22861885154651612
412,0.40696246851684836,0.7714962981545901,0.24963851885683092
413,0.23031880840598642,0.6413795300543947,0.12161992291543741
414,0.22658906434188145,0.6966582739691987,0.2714126243651299
415,0.25427993819993727,0.7230994235510737,0.27985024140263665
416,0.1110265411477126,0.25864514721906595,0.25560153205275815
417,0.08760342903736057,0.5660262822694628,0.5528649709692464
418,0.11772110549167686,0.3816548293423597,0.21618547198547422
419,0.0906269000133699,0.25493186763868175,0.3423381772433791
420,-0.07016109497281843,-0.09555557957402816,0.3185766284885404
421,-0.29166975964179354,-0.000874899059683687,0.3439881709951639
422,-0.20106694453781096,0.3952426530676853,0.4321532731218804
423,-0.2697986125979296,-0.02901683428517185,0.4023877545639581
424,-0.23992347302558267,-0.15504817516734126,0.35941059801710173
425,-0.4577825879281441,-0.12742912152581187,0.5027565034507258
426,-0.5052610761811455,-0.2371077093752181,0.6551427282325968
427,-0.49797917421282767,-0.1724953882518779,0.6520203227880929
428,-0.46865358471055607,-0.028567451133175603,0.5890760568876998
429,-0.4380581348242544,-0.40793235451203014,0.5024675080299668
430,-0.6747748859649739,-0.35920148450142325,0.6392581294869064
431,-0.6813332770775454,-0.6151369116755545,0.7733671299690316
432,-0.4895780980296985,-0.2737643346895944,0.8126128050239037
433,-0.43512311407184645,-0.5299413963865697,0.7394141169356002
434,-0.6182763448592832,-0.7745989877865016,0.6792164691914919
435,-0.6820751432887854,-0.5279879511927712,0.7253873248981133
436,-0.5809175987430627,-0.5319951101554301,0.8692166602796699
437,-0.5604908282580534,-0.7329709335157532,0.8858458288781234
438,-0.6588975500221842,-1.04493102379073,0.6195175337592183
439,-0.8815344970623226,-0.5695283557598925,0.9364612717005508
440,-0.805606397155018,-0.8253475272155656,0.9697802987915941
441,-0.6867819226582197,-0.7269864636059674,0.8049584951328114
442,-0.5486214701350688,-1.0118674235306437,0.8466011128733724
443,-0.6375148965042058,-1.0115774689895505,0.8744825382243624
444,-0.6422848945919521,-0.9535377673136005,0.9106044905629552
445,-0.5145476085527981,-0.8171073510361346,0.849054729145845
446,-0.5125277599153953,-0.9723087312452873,1.0833837026753244
447,-0.40992134505558575,-1.1875068768270016,0.9781782068842896
448,-0.3509276686902413,-0.9604697199438348,1.0905588034877955
449,-0.09258986183956941,-0.7516824964887401,1.065710067503439
450,-0.16111934291295724,-0.9781606817234372,1.1823109526393571
451,-0.2229312044032364,-0.9561531684398384,1.0565296365071133
452,-0.12225571651713155,-1.1481377103078083,1.2331771882645908
453,-0.1382120257912493,-1.148140103458707,1.2762733965491082
454,0.0746520219459338,-1.0081151769833803,1.3543631794522737
455,0.1756663061902976,-0.9321547369816555,1.5165193784516473
456,0.12225836319170441,-0.8343599356277861,1.054438653917385
457,0.1605875810361213,-0.7880912143135145,1.3687864461130028
458,0.49808113619069205,-0.5321023998835346,1.2698468402347451
459,0.4612166682291245,-0.7195576520641069,1.148262668517598
460,0.45967475385550527,-0.5214336246674947,1.5043004335498045
461,0.45242338275353533,-0.6367067113027864,1.5869017445644917
462,0.5966947504632065,-0.3603795027018676,1.403459800821917
463,0.41531667069317363,-0.8026157280081287,1.4988534318962459
464,0.4626039610031292,-0.5538875428115727,1.488600420948395
